vintage,collateral_type,ead_eur,ltv_at_default,dpd_at_workout,workout_months,borrower_age,employment_status,unemployment_pct,hpi_yoy_pct,realised_lgd
2023H1,unsecured,8089.55,,121,3.0,32,unemployed,7.6,-2.1,0.76458
2021H1,unsecured,6793.29,,114,3.43,31,employed,8.7,1.4,0.59595
2023H1,unsecured,11052.47,,111,10.06,41,employed,7.6,-2.1,0.79533
2021H2,auto,11488.0,0.8248,131,14.84,55,unemployed,7.9,5.6,0.28665
2023H1,mortgage,71714.36,0.7903,93,17.55,51,employed,7.6,-2.1,0.28983
2022H1,mortgage,76023.42,0.8163,186,24.37,50,self_employed,7.4,3.1,0.31958
2019H2,mortgage,34684.93,0.7814,102,25.62,20,employed,6.9,3.8,0.1146
2021H2,auto,14307.04,0.8804,122,12.73,52,retired,7.9,5.6,0.67611
2019H2,mortgage,92476.24,0.5826,200,21.8,53,employed,6.9,3.8,0.00075
2020H1,mortgage,133292.83,0.9508,159,20.6,57,employed,9.2,-1.5,0.4352
2020H2,mortgage,147087.69,0.8296,151,28.87,50,retired,9.6,-3.2,0.20808
2022H2,unsecured,7621.75,,114,7.6,46,employed,8.1,-4.4,0.63505
2023H2,unsecured,3922.87,,170,5.76,46,employed,7.2,1.8,0.72033
2022H1,mortgage,139987.29,1.0961,131,15.15,42,retired,7.4,3.1,0.33374
2023H2,unsecured,11318.76,,99,9.35,47,self_employed,7.2,1.8,0.63915
2022H2,mortgage,134673.64,0.8657,125,27.81,40,employed,8.1,-4.4,0.60464
2022H1,auto,20504.6,0.9328,117,9.64,20,employed,7.4,3.1,0.14878
2020H2,unsecured,9302.53,,114,3.0,49,employed,9.6,-3.2,0.63474
2020H1,unsecured,6073.24,,146,7.19,33,employed,9.2,-1.5,0.62582
2019H2,mortgage,101762.59,0.8203,102,21.35,54,employed,6.9,3.8,0.12744
2022H2,personal_secured,15851.05,0.7206,176,19.33,20,self_employed,8.1,-4.4,0.64412
2022H2,mortgage,87271.44,0.9362,115,26.29,52,employed,8.1,-4.4,0.20831
2023H1,personal_secured,11577.11,0.8945,168,16.03,39,retired,7.6,-2.1,0.64901
2023H2,mortgage,140135.52,0.8049,201,23.17,38,retired,7.2,1.8,0.26531
2023H2,mortgage,70049.82,0.4548,125,24.86,33,unemployed,7.2,1.8,0.08721
2023H1,mortgage,152867.19,0.8493,97,22.36,46,employed,7.6,-2.1,0.30023
2023H2,unsecured,7131.26,,153,3.0,33,employed,7.2,1.8,0.50286
2019H2,unsecured,6389.27,,168,6.49,48,employed,6.9,3.8,0.95063
2021H1,mortgage,148937.64,0.9285,138,18.95,36,employed,8.7,1.4,0.31299
2020H1,unsecured,9613.61,,137,10.42,47,employed,9.2,-1.5,0.6787
2020H1,mortgage,115051.1,0.7697,97,15.49,67,employed,9.2,-1.5,0.28399
2019H2,unsecured,6301.74,,124,3.0,20,employed,6.9,3.8,0.53145
2023H1,auto,9229.84,1.14,135,8.53,44,employed,7.6,-2.1,0.58379
2021H1,auto,28065.86,0.3373,133,10.69,38,employed,8.7,1.4,0.14685
2020H2,auto,22219.84,0.8137,98,13.1,34,employed,9.6,-3.2,0.47645
2022H2,mortgage,143470.4,0.9433,128,21.42,48,employed,8.1,-4.4,0.40592
2023H2,auto,17710.05,0.6601,97,11.35,25,employed,7.2,1.8,0.56167
2023H2,unsecured,7671.08,,148,9.54,25,unemployed,7.2,1.8,0.54791
2023H1,unsecured,9768.13,,107,6.22,58,employed,7.6,-2.1,0.59765
2022H2,mortgage,188151.29,0.7053,114,30.87,68,employed,8.1,-4.4,0.44282
2022H2,mortgage,425963.9,0.6312,187,25.61,52,employed,8.1,-4.4,0.19429
2020H2,mortgage,92048.8,0.6877,173,25.03,27,employed,9.6,-3.2,0.25506
2022H2,mortgage,71746.18,0.8735,178,19.86,32,employed,8.1,-4.4,0.37805
2023H2,unsecured,3442.55,,115,12.83,74,employed,7.2,1.8,0.77503
2019H2,mortgage,148692.13,0.6175,141,21.08,34,employed,6.9,3.8,0.00748
2023H1,unsecured,10645.89,,116,12.88,47,retired,7.6,-2.1,0.75328
2022H2,personal_secured,6698.44,0.6584,114,10.86,71,employed,8.1,-4.4,0.60195
2020H1,mortgage,77018.72,0.6311,90,28.04,20,retired,9.2,-1.5,0.18718
2023H1,mortgage,67954.43,0.8515,181,13.92,47,self_employed,7.6,-2.1,0.27717
2020H1,personal_secured,10178.95,1.0507,203,11.71,28,employed,9.2,-1.5,0.80564
2023H2,mortgage,196908.1,0.6356,182,23.67,33,employed,7.2,1.8,0.18126
2023H2,unsecured,13361.74,,102,9.88,47,employed,7.2,1.8,0.53664
2021H1,mortgage,62045.18,0.7047,171,30.85,42,employed,8.7,1.4,0.09354
2019H2,mortgage,62828.3,0.8853,173,33.35,45,employed,6.9,3.8,0.24316
2022H2,unsecured,4602.65,,121,10.01,56,employed,8.1,-4.4,0.82157
2019H2,unsecured,3711.3,,117,14.33,32,employed,6.9,3.8,0.74844
2021H2,mortgage,110772.64,0.7851,109,15.68,57,self_employed,7.9,5.6,0.0689
2020H2,auto,17895.69,1.045,170,11.34,49,employed,9.6,-3.2,0.75637
2023H1,unsecured,3571.85,,204,13.38,50,employed,7.6,-2.1,0.7917
2021H2,auto,12717.55,0.9177,129,15.45,30,employed,7.9,5.6,0.48769
2020H2,unsecured,11752.81,,157,4.6,36,employed,9.6,-3.2,0.61111
2019H1,personal_secured,14174.61,0.6869,121,17.98,32,employed,6.8,4.2,0.21349
2022H2,mortgage,98432.13,0.983,168,26.89,38,employed,8.1,-4.4,0.3904
2021H1,mortgage,140380.54,0.9889,148,12.54,51,employed,8.7,1.4,0.29235
2022H2,auto,10463.58,0.6151,151,10.92,31,employed,8.1,-4.4,0.49682
2020H1,mortgage,151026.93,0.5958,177,31.53,25,employed,9.2,-1.5,0.32691
2019H2,unsecured,16403.32,,128,8.75,48,employed,6.9,3.8,0.75859
2020H1,mortgage,95952.51,0.9003,120,12.76,56,employed,9.2,-1.5,0.26024
2023H2,mortgage,29496.6,0.7986,134,16.51,27,retired,7.2,1.8,0.06803
2023H1,auto,13181.81,0.883,133,12.95,31,employed,7.6,-2.1,0.70242
2020H1,unsecured,5826.49,,204,8.14,44,employed,9.2,-1.5,0.81331
2020H1,mortgage,91218.66,0.7387,166,19.17,46,employed,9.2,-1.5,0.16194
2020H1,auto,8883.27,0.648,204,7.97,59,unemployed,9.2,-1.5,0.42765
2022H2,mortgage,62304.49,0.7112,151,22.24,51,employed,8.1,-4.4,0.4149
2023H1,unsecured,11431.29,,147,4.56,25,employed,7.6,-2.1,0.68989
2019H1,unsecured,20986.72,,141,6.8,26,employed,6.8,4.2,0.89938
2022H1,unsecured,5956.44,,123,3.29,47,self_employed,7.4,3.1,0.81777
2021H2,unsecured,17494.31,,119,9.38,49,employed,7.9,5.6,0.69675
2022H1,unsecured,19630.3,,149,3.0,47,self_employed,7.4,3.1,0.69543
2023H1,unsecured,6549.16,,201,8.57,55,employed,7.6,-2.1,0.75535
2020H1,mortgage,145584.81,0.6131,122,19.67,39,self_employed,9.2,-1.5,0.24508
2019H1,unsecured,8224.47,,162,15.94,36,retired,6.8,4.2,0.73301
2022H1,mortgage,185758.68,0.9337,198,20.7,47,employed,7.4,3.1,0.32439
2022H1,unsecured,10275.04,,161,7.59,38,employed,7.4,3.1,0.76959
2022H1,personal_secured,13662.07,0.7844,191,16.28,53,self_employed,7.4,3.1,0.52049
2021H1,auto,11733.78,0.8534,192,10.93,62,retired,8.7,1.4,0.16716
2022H2,personal_secured,8042.71,0.8482,107,15.09,54,employed,8.1,-4.4,0.71108
2020H1,unsecured,5455.33,,112,4.45,51,employed,9.2,-1.5,0.82427
2020H1,unsecured,4191.67,,120,13.52,30,employed,9.2,-1.5,0.78441
2019H2,auto,23001.2,0.7626,108,4.62,40,employed,6.9,3.8,0.20696
2022H1,mortgage,98550.62,0.7722,176,21.68,37,employed,7.4,3.1,0.16786
2022H1,mortgage,62513.62,0.8309,197,18.48,44,employed,7.4,3.1,0.03974
2020H1,unsecured,1609.62,,208,6.77,51,employed,9.2,-1.5,0.51834
2021H1,unsecured,2554.56,,135,16.75,38,self_employed,8.7,1.4,0.78461
2019H1,mortgage,64606.7,0.7013,181,29.72,20,unemployed,6.8,4.2,0.15782
2023H2,personal_secured,6083.82,0.5911,190,23.9,29,retired,7.2,1.8,0.26474
2019H1,unsecured,1973.33,,176,4.99,39,self_employed,6.8,4.2,0.78301
2020H1,mortgage,84330.49,0.6586,135,25.1,30,unemployed,9.2,-1.5,0.47904
2023H1,auto,12189.17,0.6874,141,8.41,47,retired,7.6,-2.1,0.66968
2022H2,auto,23027.14,0.7148,167,7.57,62,self_employed,8.1,-4.4,0.60042
2023H1,mortgage,106684.91,0.9959,208,15.33,63,employed,7.6,-2.1,0.32437
2021H2,unsecured,5205.71,,110,3.0,39,self_employed,7.9,5.6,0.59147
2019H2,auto,5381.06,0.8322,118,12.31,38,employed,6.9,3.8,0.37924
2021H1,unsecured,5697.81,,117,4.98,52,self_employed,8.7,1.4,0.61433
2021H2,unsecured,6270.91,,187,9.4,32,employed,7.9,5.6,0.8463
2021H2,mortgage,77074.2,0.9328,200,20.86,31,unemployed,7.9,5.6,0.04591
2021H2,personal_secured,19495.27,0.7478,177,12.94,58,employed,7.9,5.6,0.28772
2019H2,mortgage,81150.36,0.6187,197,15.06,49,employed,6.9,3.8,0.03202
2019H2,auto,17961.01,0.513,185,10.22,40,employed,6.9,3.8,0.45737
2020H2,unsecured,6225.1,,95,6.03,40,employed,9.6,-3.2,0.545
2021H2,auto,13500.33,0.6681,173,14.71,36,employed,7.9,5.6,0.09034
2022H2,mortgage,112609.71,0.7942,114,18.36,59,employed,8.1,-4.4,0.2182
2021H2,unsecured,3961.25,,148,3.0,35,unemployed,7.9,5.6,0.8607
2020H1,mortgage,59339.9,0.9858,118,24.0,44,employed,9.2,-1.5,0.30899
2023H1,mortgage,64047.96,0.9623,187,25.6,48,employed,7.6,-2.1,0.22488
2020H1,auto,5689.0,0.7027,128,11.47,51,self_employed,9.2,-1.5,0.2839
2020H2,unsecured,2750.68,,129,10.24,28,retired,9.6,-3.2,0.70008
2019H1,mortgage,135797.58,0.869,160,32.46,20,self_employed,6.8,4.2,0.25514
2019H2,unsecured,2976.77,,138,7.29,33,employed,6.9,3.8,0.8587
2020H2,unsecured,18164.38,,203,3.0,54,employed,9.6,-3.2,0.71633
2022H2,mortgage,172909.22,0.9791,124,15.46,45,employed,8.1,-4.4,0.30049
2019H2,auto,31890.71,0.8401,165,4.06,43,unemployed,6.9,3.8,0.65472
2022H1,mortgage,135023.59,0.6181,207,15.66,45,employed,7.4,3.1,0.07219
2022H2,unsecured,3627.52,,162,5.25,61,employed,8.1,-4.4,0.76681
2019H2,mortgage,96064.43,0.9268,182,20.38,37,employed,6.9,3.8,0.28475
2022H1,unsecured,10391.22,,135,9.8,55,employed,7.4,3.1,0.69988
2023H2,auto,9477.66,0.9023,95,16.27,39,unemployed,7.2,1.8,0.70057
2022H2,unsecured,7407.65,,163,9.18,41,employed,8.1,-4.4,0.69165
2023H1,unsecured,13103.28,,142,3.0,59,employed,7.6,-2.1,0.55567
2021H1,unsecured,19917.22,,118,8.17,32,employed,8.7,1.4,0.52671
2022H2,mortgage,128320.71,0.7806,137,16.99,55,employed,8.1,-4.4,0.11236
2021H2,unsecured,12285.89,,176,3.0,34,unemployed,7.9,5.6,0.66699
2020H2,mortgage,100017.53,0.5803,173,14.04,33,self_employed,9.6,-3.2,0.15554
2019H2,mortgage,193975.0,0.8408,146,19.21,49,employed,6.9,3.8,0.29902
2022H2,mortgage,58285.15,1.05,209,22.53,33,retired,8.1,-4.4,0.30346
2022H2,mortgage,86784.62,0.6776,128,23.04,51,self_employed,8.1,-4.4,0.29171
2019H2,personal_secured,14211.5,0.7609,140,22.3,30,self_employed,6.9,3.8,0.68597
2023H1,mortgage,59369.88,0.9403,106,17.85,54,unemployed,7.6,-2.1,0.13563
2019H1,mortgage,87680.67,0.7813,128,20.98,55,employed,6.8,4.2,0.13201
2020H2,mortgage,212521.99,0.8079,180,21.35,44,self_employed,9.6,-3.2,0.35331
2022H1,mortgage,176154.82,0.7954,123,18.35,39,employed,7.4,3.1,0.06695
2023H2,auto,39868.63,0.7256,150,7.56,28,self_employed,7.2,1.8,0.57114
2020H1,auto,8415.2,0.7626,97,10.46,38,self_employed,9.2,-1.5,0.24842
2020H2,unsecured,3302.95,,99,12.47,37,employed,9.6,-3.2,0.88358
2022H2,auto,24599.42,0.6736,195,13.19,48,employed,8.1,-4.4,0.60202
2022H1,auto,18265.81,1.1573,174,12.03,33,retired,7.4,3.1,0.66208
2022H1,mortgage,39963.56,0.9198,131,18.85,47,retired,7.4,3.1,0.10546
2019H2,unsecured,10530.11,,101,3.0,50,self_employed,6.9,3.8,0.63256
2022H2,unsecured,13831.17,,174,7.12,38,unemployed,8.1,-4.4,0.56596
2022H2,unsecured,2993.88,,209,6.58,48,employed,8.1,-4.4,0.4002
2020H1,auto,10006.66,0.7672,115,9.99,62,self_employed,9.2,-1.5,0.20729
2021H2,mortgage,67214.36,0.6515,134,25.21,47,employed,7.9,5.6,0.1997
2020H1,personal_secured,8809.46,0.8921,117,22.05,45,employed,9.2,-1.5,0.61296
2023H2,personal_secured,11100.53,0.5505,111,17.19,63,employed,7.2,1.8,0.41345
2023H1,mortgage,59230.91,0.7043,197,23.41,55,self_employed,7.6,-2.1,0.43211
2021H2,mortgage,96312.27,0.527,108,25.94,24,self_employed,7.9,5.6,0.00032
2019H1,personal_secured,26480.55,0.6503,134,21.7,45,self_employed,6.8,4.2,0.22169
2022H1,mortgage,349797.88,0.7252,184,18.8,41,self_employed,7.4,3.1,0.01951
2023H1,mortgage,59872.27,0.7889,116,15.59,46,employed,7.6,-2.1,0.16827
2021H1,personal_secured,8358.3,0.8278,137,17.33,37,employed,8.7,1.4,0.60129
2019H2,auto,13415.23,0.6877,109,10.51,55,employed,6.9,3.8,0.18206
2021H2,mortgage,160584.42,0.6626,164,25.67,33,employed,7.9,5.6,0.00114
2022H2,auto,15449.9,0.6071,161,3.0,45,employed,8.1,-4.4,0.60032
2019H2,unsecured,3534.56,,158,7.25,34,employed,6.9,3.8,0.69574
2020H1,personal_secured,11282.58,1.0931,198,18.61,46,employed,9.2,-1.5,0.72528
2020H1,mortgage,60069.31,0.7443,177,26.58,37,retired,9.2,-1.5,0.38967
2022H2,auto,21641.76,0.759,156,18.31,32,employed,8.1,-4.4,0.58449
2023H2,mortgage,146263.63,0.6766,163,20.13,46,self_employed,7.2,1.8,0.01555
2023H2,auto,11436.34,0.8578,179,8.64,25,employed,7.2,1.8,0.42454
2022H2,auto,13200.46,0.6136,135,12.25,36,retired,8.1,-4.4,0.39798
2021H1,mortgage,66177.12,0.9906,167,20.81,36,self_employed,8.7,1.4,0.313
2022H1,auto,45241.31,0.6819,135,9.83,60,self_employed,7.4,3.1,0.15405
2022H2,mortgage,54356.75,0.785,202,28.78,50,employed,8.1,-4.4,0.20171
2023H1,mortgage,166628.4,0.7795,105,20.4,49,employed,7.6,-2.1,0.35481
2022H1,unsecured,11168.02,,105,7.44,52,employed,7.4,3.1,0.91771
2019H2,unsecured,7693.29,,169,10.21,35,unemployed,6.9,3.8,0.90707
2023H1,personal_secured,8178.53,0.6192,200,9.57,64,employed,7.6,-2.1,0.29754
2022H1,mortgage,69630.88,1.0878,92,32.1,41,employed,7.4,3.1,0.13053
2020H2,unsecured,10878.95,,195,3.0,46,unemployed,9.6,-3.2,0.89638
2023H1,mortgage,85946.71,0.6394,195,26.06,34,retired,7.6,-2.1,0.28999
2020H2,auto,20381.88,0.5893,203,6.81,34,unemployed,9.6,-3.2,0.69082
2023H1,auto,18960.73,0.8072,148,15.67,54,retired,7.6,-2.1,0.67729
2021H2,mortgage,57971.92,0.9363,177,26.69,33,employed,7.9,5.6,0.26775
2023H2,mortgage,183013.88,0.4799,158,26.14,62,self_employed,7.2,1.8,0.01549
2022H1,unsecured,14051.53,,149,6.74,39,employed,7.4,3.1,0.74876
2021H2,mortgage,103911.09,0.8509,178,15.24,29,employed,7.9,5.6,0.16354
2022H2,mortgage,58491.81,0.6453,178,21.67,40,employed,8.1,-4.4,0.13706
2023H2,auto,12157.68,0.7487,164,14.77,50,employed,7.2,1.8,0.48182
2020H2,unsecured,3280.88,,138,7.32,43,unemployed,9.6,-3.2,0.79745
2023H2,unsecured,3802.82,,134,10.62,58,employed,7.2,1.8,0.73262
2023H1,personal_secured,12713.38,0.7362,112,12.08,32,employed,7.6,-2.1,0.45545
2022H2,personal_secured,5107.04,0.9027,126,17.74,23,self_employed,8.1,-4.4,0.56033
2021H2,auto,17161.39,0.6709,144,12.14,62,employed,7.9,5.6,0.05798
2020H1,auto,26329.19,0.6684,108,8.66,41,unemployed,9.2,-1.5,0.36972
2021H2,mortgage,373990.63,0.8368,108,23.69,42,employed,7.9,5.6,0.20388
2021H2,auto,14936.96,0.9115,131,10.03,51,employed,7.9,5.6,0.33139
2019H2,unsecured,3681.94,,152,8.05,55,employed,6.9,3.8,0.50283
2021H2,mortgage,169442.87,0.9364,200,24.13,46,employed,7.9,5.6,0.11252
2023H2,mortgage,47009.34,0.9565,110,17.95,49,employed,7.2,1.8,0.04776
2021H2,unsecured,11218.77,,197,4.62,49,employed,7.9,5.6,0.71878
2022H2,mortgage,114780.68,0.6054,106,14.19,28,employed,8.1,-4.4,0.29179
2023H1,mortgage,68690.1,0.7911,194,23.26,41,self_employed,7.6,-2.1,0.23856
2021H2,mortgage,249607.9,0.8682,157,20.13,57,unemployed,7.9,5.6,0.18913
2023H1,mortgage,81832.56,0.8577,203,24.53,33,retired,7.6,-2.1,0.16268
2022H2,personal_secured,14974.84,0.6553,118,12.69,41,self_employed,8.1,-4.4,0.57431
2021H1,mortgage,101284.24,0.6739,180,23.13,40,self_employed,8.7,1.4,0.39802
2020H2,unsecured,4129.88,,207,3.0,57,employed,9.6,-3.2,0.64516
2023H1,unsecured,17107.31,,175,5.48,54,unemployed,7.6,-2.1,0.82604
2022H1,auto,34423.57,0.9669,194,11.74,40,employed,7.4,3.1,0.26263
2020H1,auto,13759.71,0.7919,188,10.34,45,employed,9.2,-1.5,0.30136
2021H2,mortgage,139766.89,0.817,179,19.08,42,self_employed,7.9,5.6,0.19177
2021H1,mortgage,102237.31,0.7843,135,18.5,27,retired,8.7,1.4,0.24271
2021H1,mortgage,109334.09,0.6279,115,22.87,52,employed,8.7,1.4,0.06963
2021H2,unsecured,12001.76,,147,3.0,39,employed,7.9,5.6,0.68759
2020H1,unsecured,19007.5,,181,6.78,38,self_employed,9.2,-1.5,0.73435
2021H1,mortgage,72790.67,0.6195,120,22.71,67,employed,8.7,1.4,0.18904
2019H2,mortgage,90308.26,0.7113,166,18.89,45,employed,6.9,3.8,0.06637
2021H1,unsecured,4411.03,,182,18.81,40,self_employed,8.7,1.4,0.65114
2020H2,mortgage,56152.31,0.722,105,14.29,32,unemployed,9.6,-3.2,0.09446
2023H2,unsecured,4929.24,,153,7.65,40,self_employed,7.2,1.8,0.74013
2023H2,personal_secured,23465.07,0.5575,151,14.18,42,unemployed,7.2,1.8,0.53227
2019H2,mortgage,154795.05,0.7826,99,19.23,55,retired,6.9,3.8,0.19921
2023H2,mortgage,142297.28,1.1508,126,13.24,41,unemployed,7.2,1.8,0.37335
2021H2,mortgage,162165.96,1.0756,209,21.7,49,employed,7.9,5.6,0.19253
2023H1,mortgage,50914.39,1.1208,107,29.69,34,unemployed,7.6,-2.1,0.6474
2019H2,personal_secured,8960.11,0.6961,177,17.05,47,self_employed,6.9,3.8,0.3678
2022H1,unsecured,3359.03,,183,10.0,38,employed,7.4,3.1,0.6701
2023H2,auto,13044.8,0.9058,136,16.54,51,self_employed,7.2,1.8,0.29999
2023H2,mortgage,71481.46,0.908,143,22.16,30,employed,7.2,1.8,0.3531
2021H2,personal_secured,5079.95,0.7092,98,7.96,65,employed,7.9,5.6,0.40863
2023H1,unsecured,12535.84,,124,7.98,28,employed,7.6,-2.1,0.63199
2022H1,mortgage,116541.64,0.7103,180,19.65,60,unemployed,7.4,3.1,0.36192
2021H1,mortgage,96955.05,0.8061,204,21.27,60,unemployed,8.7,1.4,0.31463
2023H2,personal_secured,4501.97,0.7032,187,10.85,56,employed,7.2,1.8,0.60075
2021H1,mortgage,103930.04,0.782,138,24.04,41,employed,8.7,1.4,0.0484
2023H2,personal_secured,9389.05,0.94,122,20.94,36,unemployed,7.2,1.8,0.68907
2020H2,personal_secured,15509.98,0.3568,203,12.12,22,retired,9.6,-3.2,0.2471
2019H1,mortgage,150955.44,0.7312,153,17.41,42,self_employed,6.8,4.2,0.08328
2019H1,auto,29357.09,0.59,101,6.27,61,employed,6.8,4.2,0.3014
2022H1,unsecured,10910.1,,143,6.68,50,employed,7.4,3.1,0.48114
2020H2,auto,13281.98,0.6901,111,10.14,25,unemployed,9.6,-3.2,0.22359
2020H1,personal_secured,5908.86,0.9221,167,17.3,45,employed,9.2,-1.5,0.43829
2022H1,mortgage,89814.47,0.9059,194,20.4,43,self_employed,7.4,3.1,0.34592
2020H1,unsecured,9512.34,,155,8.35,53,retired,9.2,-1.5,0.53518
2022H1,unsecured,11794.13,,90,7.7,43,self_employed,7.4,3.1,0.67372
2022H2,mortgage,189693.09,0.8918,109,21.81,64,retired,8.1,-4.4,0.26327
2019H2,mortgage,74031.22,0.955,135,32.38,30,self_employed,6.9,3.8,0.08227
2023H2,mortgage,70524.62,0.9158,100,24.82,34,self_employed,7.2,1.8,0.22386
2023H2,personal_secured,5283.38,0.7925,173,11.96,52,employed,7.2,1.8,0.29061
2022H2,auto,12159.36,0.839,180,7.55,60,employed,8.1,-4.4,0.25748
2022H1,personal_secured,6843.02,0.8222,92,15.63,27,employed,7.4,3.1,0.70841
2020H2,mortgage,64549.26,0.7976,155,23.57,72,self_employed,9.6,-3.2,0.30539
2021H2,mortgage,81517.52,0.7943,170,18.01,39,employed,7.9,5.6,0.20663
2023H2,mortgage,104102.97,0.9161,118,28.93,39,employed,7.2,1.8,0.11814
2022H2,personal_secured,8645.86,1.015,100,21.29,50,employed,8.1,-4.4,0.78287
2021H1,mortgage,65121.76,0.7923,113,21.16,49,self_employed,8.7,1.4,0.13545
2022H1,unsecured,4620.31,,122,3.0,36,employed,7.4,3.1,0.62066
2020H2,mortgage,151388.46,0.6207,204,21.49,66,retired,9.6,-3.2,0.03517
2022H1,auto,12741.95,1.1813,189,8.78,44,employed,7.4,3.1,0.32295
2021H2,personal_secured,14464.76,0.8835,96,9.14,56,employed,7.9,5.6,0.46571
2021H2,personal_secured,16909.01,0.7959,96,16.2,39,employed,7.9,5.6,0.45286
2023H1,mortgage,56105.8,0.8033,128,27.05,71,employed,7.6,-2.1,0.26616
2022H2,auto,16908.92,0.8131,134,18.18,33,employed,8.1,-4.4,0.40607
2019H2,mortgage,136331.51,0.6567,182,27.89,57,employed,6.9,3.8,0.02699
2019H2,mortgage,68980.17,0.8147,204,16.68,62,unemployed,6.9,3.8,0.1761
2021H1,mortgage,53362.55,0.3597,130,16.96,60,self_employed,8.7,1.4,0.00523
2021H2,auto,29432.53,0.6796,156,10.86,43,unemployed,7.9,5.6,0.27394
2023H2,mortgage,91298.54,1.0293,90,14.69,52,employed,7.2,1.8,0.20193
2023H2,unsecured,1642.3,,101,3.02,65,self_employed,7.2,1.8,0.74768
2022H1,auto,16826.23,0.9671,139,16.95,53,employed,7.4,3.1,0.30382
2020H1,unsecured,6079.9,,142,4.09,38,employed,9.2,-1.5,0.55124
2019H2,auto,14548.92,0.6793,153,9.19,66,employed,6.9,3.8,0.07273
2023H2,mortgage,91864.89,1.0355,114,25.03,44,employed,7.2,1.8,0.27199
2022H2,mortgage,118362.56,0.8923,143,23.59,52,retired,8.1,-4.4,0.41006
2021H1,mortgage,117563.04,0.6134,145,31.8,68,employed,8.7,1.4,0.24941
2023H1,auto,15336.37,0.848,116,8.04,35,unemployed,7.6,-2.1,0.50431
2019H1,unsecured,2748.28,,136,4.53,56,self_employed,6.8,4.2,0.89346
2020H2,mortgage,69206.09,1.0521,124,25.05,48,self_employed,9.6,-3.2,0.66764
2023H1,personal_secured,8616.5,0.6489,100,9.21,64,self_employed,7.6,-2.1,0.67949
2020H2,auto,18353.78,0.8387,186,12.16,41,employed,9.6,-3.2,0.44992
2022H1,mortgage,174257.8,0.5261,200,23.53,65,employed,7.4,3.1,0.04871
2021H1,auto,22817.88,0.9405,143,15.34,53,employed,8.7,1.4,0.66186
2020H2,mortgage,288768.39,0.7115,125,23.28,64,employed,9.6,-3.2,0.15255
2020H1,unsecured,1794.83,,115,7.8,44,employed,9.2,-1.5,0.635
2020H1,mortgage,229136.13,0.6691,195,24.07,32,employed,9.2,-1.5,0.0374
2021H1,mortgage,61177.0,0.8496,154,24.03,46,unemployed,8.7,1.4,0.12684
2022H1,unsecured,9896.06,,149,4.52,31,employed,7.4,3.1,0.78958
2020H2,mortgage,69900.89,0.7633,189,25.6,26,employed,9.6,-3.2,0.41893
2020H1,unsecured,8800.05,,121,3.0,41,self_employed,9.2,-1.5,0.79127
2021H1,mortgage,425907.29,0.8488,104,24.86,20,unemployed,8.7,1.4,0.44879
2020H2,unsecured,19497.08,,204,8.35,36,unemployed,9.6,-3.2,0.77347
2022H1,personal_secured,35075.69,0.8928,194,24.0,53,employed,7.4,3.1,0.42069
2022H2,mortgage,102667.86,0.7825,206,17.55,43,employed,8.1,-4.4,0.34789
2023H1,mortgage,121748.44,0.8608,121,27.47,50,employed,7.6,-2.1,0.35446
2021H2,unsecured,6413.66,,167,4.17,61,unemployed,7.9,5.6,0.51368
2020H2,mortgage,56145.11,0.8303,149,17.13,67,employed,9.6,-3.2,0.12784
2023H2,auto,27038.01,0.6884,165,15.95,40,employed,7.2,1.8,0.18259
2021H2,auto,14422.79,0.8349,149,14.26,36,employed,7.9,5.6,0.10727
2023H1,mortgage,139370.11,0.784,165,30.96,25,employed,7.6,-2.1,0.35753
2019H2,auto,19223.48,0.9399,155,9.92,20,retired,6.9,3.8,0.19843
2021H2,mortgage,411795.38,0.7992,181,18.29,51,employed,7.9,5.6,0.12843
2022H2,mortgage,323310.11,0.832,148,25.22,61,unemployed,8.1,-4.4,0.40132
2020H1,personal_secured,16636.55,0.7646,151,12.03,44,employed,9.2,-1.5,0.47285
2020H1,mortgage,117886.0,0.9004,123,15.06,43,employed,9.2,-1.5,0.11677
2022H1,unsecured,2717.63,,156,3.0,55,employed,7.4,3.1,0.80468
2022H1,mortgage,55091.33,0.8497,148,15.07,47,self_employed,7.4,3.1,0.10417
2022H1,mortgage,42098.9,0.8769,204,27.24,26,employed,7.4,3.1,0.17993
2023H2,unsecured,6996.49,,149,8.35,44,employed,7.2,1.8,0.7239
2023H2,mortgage,112679.7,0.7385,194,18.38,45,employed,7.2,1.8,0.11239
2020H1,unsecured,8456.11,,145,5.88,36,unemployed,9.2,-1.5,0.78253
2023H1,auto,9202.03,1.0287,127,3.0,39,employed,7.6,-2.1,0.42039
2022H2,unsecured,3131.88,,115,6.83,57,employed,8.1,-4.4,0.68194
2020H1,unsecured,15691.76,,183,3.0,39,employed,9.2,-1.5,0.51059
2022H1,personal_secured,14448.08,0.8306,106,14.33,46,employed,7.4,3.1,0.30628
2023H1,mortgage,161568.23,0.7634,169,34.97,32,employed,7.6,-2.1,0.30981
2023H2,auto,46578.09,0.3419,149,9.77,43,employed,7.2,1.8,0.07201
2022H2,mortgage,334955.53,0.8448,122,21.12,31,retired,8.1,-4.4,0.11875
2021H2,unsecured,5679.32,,177,9.64,48,self_employed,7.9,5.6,0.31746
2023H1,unsecured,9145.42,,153,6.02,64,employed,7.6,-2.1,0.60229
