vintage,product,credit_limit_eur,drawn_t0_eur,utilisation_t0,time_to_default_months,risk_score_t0,min_payment_ratio,borrower_age,unemployment_pct,gdp_yoy_pct,ccf_realised,utilisation_default,ead_eur
2019H1,line_of_credit,41382.9,576.57,0.0139,12,0.1936,0.4207,53,6.8,2.1,0.77692,0.78,32279.79
2021H2,line_of_credit,23570.44,7281.46,0.3089,3,0.3783,0.3729,44,7.9,4.5,0.84428,0.8924,21033.92
2023H1,credit_card,2767.68,1068.23,0.386,9,0.7062,0.4798,43,7.6,0.6,0.73932,0.8399,2324.67
2023H2,credit_card,3604.8,2069.03,0.574,11,0.147,0.5496,20,7.2,1.4,0.66655,0.8579,3092.69
2022H1,credit_card,9162.01,5382.65,0.5875,11,0.7945,0.356,50,7.4,2.4,0.74936,0.8966,8214.77
2021H2,credit_card,1779.47,670.77,0.3769,10,0.7083,0.5103,31,7.9,4.5,0.46551,0.667,1186.88
2023H1,overdraft,2899.78,704.46,0.2429,5,0.0688,0.3676,51,7.6,0.6,0.43525,0.5725,1659.98
2019H2,credit_card,10754.02,6454.64,0.6002,4,0.4929,0.3748,27,6.9,1.9,0.7902,0.9161,9852.02
2022H1,line_of_credit,25411.95,7836.8,0.3084,9,0.1707,0.7749,57,7.4,2.4,0.81878,0.8747,22227.0
2023H2,credit_card,9336.79,6365.21,0.6817,10,0.4136,0.253,38,7.2,1.4,0.55731,0.8591,8021.29
2019H2,credit_card,6329.67,3715.79,0.587,3,0.5988,0.1984,48,6.9,1.9,0.67866,0.8673,5489.72
2023H1,line_of_credit,23052.69,10357.07,0.4493,8,0.5915,0.1629,32,7.6,0.6,0.84877,0.9167,21132.73
2021H2,credit_card,8592.68,3298.02,0.3838,10,0.3401,0.3419,43,7.9,4.5,0.56326,0.7309,6280.3
2020H2,credit_card,7331.02,4809.09,0.656,9,0.5427,0.6066,38,9.6,-2.1,0.80995,0.9346,6851.72
2020H2,credit_card,7191.83,3839.71,0.5339,9,0.7257,0.6648,50,9.6,-2.1,0.60623,0.8165,5871.86
2023H1,overdraft,2341.99,1196.79,0.511,3,0.8539,0.7249,58,7.6,0.6,0.92493,0.9633,2256.02
2020H2,line_of_credit,36790.04,13926.54,0.3785,12,0.0379,0.2658,51,9.6,-2.1,0.75347,0.8468,31153.61
2020H1,credit_card,4691.34,2820.15,0.6011,6,0.4991,0.2359,25,9.2,-3.4,0.49181,0.7973,3740.42
2023H2,credit_card,4905.84,2193.72,0.4472,6,0.574,0.3006,40,7.2,1.4,0.46147,0.7023,3445.27
2022H1,line_of_credit,29395.67,8561.9,0.2913,10,0.6042,0.3551,56,7.4,2.4,0.58865,0.7085,20825.64
2022H1,overdraft,702.34,52.02,0.0741,5,0.4857,0.4047,58,7.4,2.4,0.28045,0.3337,234.4
2019H2,overdraft,2499.59,1537.62,0.6151,9,0.8975,0.6057,63,6.9,1.9,0.63523,0.8596,2148.69
2021H2,overdraft,1922.05,151.65,0.0789,4,0.5716,0.2711,54,7.9,4.5,0.4694,0.5113,982.67
2023H1,credit_card,4574.76,2959.73,0.647,11,0.2456,0.2893,35,7.6,0.6,0.42418,0.7967,3644.79
2021H2,credit_card,4416.56,1154.26,0.2613,4,0.5918,0.2338,42,7.9,4.5,0.80167,0.8535,3769.53
2022H1,credit_card,11488.25,5087.63,0.4429,11,0.6903,0.4018,41,7.4,2.4,0.75112,0.8613,9895.29
2021H2,credit_card,3538.54,1190.86,0.3365,6,0.4237,0.7075,27,7.9,4.5,0.52832,0.6871,2431.18
2023H1,line_of_credit,73938.69,33494.91,0.453,8,0.5469,0.2983,48,7.6,0.6,0.65,0.8086,59783.45
2022H2,line_of_credit,64602.21,12811.34,0.1983,4,0.3165,0.3445,50,8.1,-0.8,0.63543,0.7077,45720.86
2020H1,line_of_credit,64692.15,2107.05,0.0326,5,0.578,0.4698,32,9.2,-3.4,0.83436,0.8398,54325.76
2019H1,line_of_credit,20449.17,5430.19,0.2655,9,0.8662,0.4673,49,6.8,2.1,0.77197,0.8325,17024.44
2023H2,line_of_credit,56115.36,30724.59,0.5475,9,0.4446,0.4402,56,7.2,1.4,0.53161,0.7881,44222.57
2023H2,line_of_credit,20509.8,3902.9,0.1903,4,0.4628,0.7513,56,7.2,1.4,0.56112,0.6446,13221.3
2020H2,credit_card,4613.24,2473.1,0.5361,5,0.5671,0.7676,51,9.6,-2.1,0.39528,0.7195,3319.05
2022H1,line_of_credit,34585.73,8484.32,0.2453,4,0.6255,0.4952,53,7.4,2.4,0.85597,0.8913,30826.47
2022H1,overdraft,2938.7,231.22,0.0787,8,0.1553,0.6156,51,7.4,2.4,0.38566,0.434,1275.38
2023H1,overdraft,4157.44,1014.28,0.244,11,0.5146,0.5657,27,7.6,0.6,0.54164,0.6535,2716.73
2023H1,overdraft,2779.91,1102.96,0.3968,5,0.4115,0.5055,40,7.6,0.6,0.33091,0.5964,1657.89
2022H2,credit_card,7082.39,3209.84,0.4532,9,0.5133,0.4252,33,8.1,-0.8,0.62853,0.7969,5643.84
2020H2,credit_card,9246.63,1818.66,0.1967,9,0.5273,0.671,25,9.6,-2.1,0.54659,0.6358,5878.69
2022H1,line_of_credit,121267.4,28487.16,0.2349,7,0.4207,0.2896,24,7.4,2.4,0.92953,0.9461,114728.92
2021H1,credit_card,4587.02,971.06,0.2117,7,0.4783,0.3104,67,8.7,3.8,0.6888,0.7547,3461.73
2023H2,credit_card,4068.98,1316.58,0.3236,7,0.7002,0.6961,68,7.2,1.4,0.8302,0.8851,3601.62
2020H2,credit_card,4427.92,3838.86,0.867,10,0.1775,0.5894,44,9.6,-2.1,0.627,0.9504,4208.2
2021H1,credit_card,6475.14,4110.43,0.6348,10,0.3524,0.3651,48,8.7,3.8,0.48253,0.811,5251.47
2021H2,credit_card,6092.58,847.0,0.139,7,0.4072,0.4902,40,7.9,4.5,0.48554,0.5571,3393.92
2019H2,line_of_credit,28833.31,13068.74,0.4533,3,0.7842,0.5229,53,6.9,1.9,0.77361,0.8762,25264.34
2019H1,overdraft,6984.46,3935.08,0.5634,7,0.5964,0.703,44,6.8,2.1,0.88316,0.949,6628.17
2023H2,credit_card,2548.15,2209.41,0.8671,9,0.6059,0.1199,37,7.2,1.4,0.61635,0.949,2418.19
2023H2,overdraft,1349.37,33.45,0.0248,7,0.7442,0.8535,23,7.2,1.4,0.9131,0.9153,1235.02
2022H2,line_of_credit,14780.99,8097.26,0.5478,11,0.704,0.5092,20,8.1,-0.8,0.97518,0.9888,14615.13
2019H1,credit_card,4938.94,2606.62,0.5278,3,0.5782,0.6451,39,6.8,2.1,0.18313,0.6142,3033.72
2021H1,line_of_credit,95884.36,49395.89,0.5152,5,0.314,0.5339,55,8.7,3.8,0.56175,0.7875,75510.87
2023H2,overdraft,1847.63,631.58,0.3418,11,0.8077,0.7029,39,7.2,1.4,0.7735,0.8509,1572.2
2022H2,overdraft,5196.37,1616.04,0.311,11,0.3118,0.3379,59,8.1,-0.8,0.81388,0.8718,4529.99
2019H1,credit_card,9425.07,3493.4,0.3707,8,0.7891,0.4799,51,6.8,2.1,0.8167,0.8846,8337.78
2022H1,overdraft,1164.51,403.34,0.3464,9,0.4226,0.3618,39,7.4,2.4,0.86001,0.9085,1057.95
2021H2,credit_card,3720.31,1605.56,0.4316,8,0.1524,0.5569,30,7.9,4.5,0.20434,0.5477,2037.69
2023H1,credit_card,2088.17,253.52,0.1214,8,0.5441,0.1789,50,7.6,0.6,0.36757,0.4444,927.88
2020H1,credit_card,1992.75,877.33,0.4403,10,0.5525,0.6025,41,9.2,-3.4,0.38552,0.656,1307.34
2022H2,credit_card,5621.67,2737.59,0.487,11,0.3156,0.4202,47,8.1,-0.8,0.41438,0.6996,3932.7
2023H2,credit_card,2654.05,935.93,0.3526,4,0.762,0.456,24,7.2,1.4,0.61573,0.7512,1993.82
2023H2,overdraft,3902.7,1181.33,0.3027,8,0.6348,0.426,42,7.2,1.4,0.95402,0.9679,3777.58
2021H1,line_of_credit,69353.2,23190.97,0.3344,6,0.2502,0.5591,68,8.7,3.8,0.55761,0.7055,48931.56
2023H2,line_of_credit,44168.64,25397.21,0.575,7,0.3991,0.1471,43,7.2,1.4,0.63358,0.8443,37290.37
2023H1,line_of_credit,93139.46,41392.08,0.4444,12,0.5821,0.3725,20,7.6,0.6,0.97602,0.9867,91898.49
2021H2,overdraft,3654.48,2844.95,0.7785,5,0.2354,0.8755,53,7.9,4.5,0.68515,0.9303,3399.6
2022H2,credit_card,1721.36,605.96,0.352,4,0.4753,0.3898,44,8.1,-0.8,0.38951,0.6044,1040.42
2023H1,overdraft,3754.7,2453.84,0.6535,12,0.5546,0.2157,48,7.6,0.6,0.96898,0.9893,3714.34
2022H2,credit_card,10347.72,1950.1,0.1885,10,0.281,0.3816,36,8.1,-0.8,0.59641,0.6725,6958.54
2023H1,overdraft,3737.43,1467.66,0.3927,5,0.4512,0.2424,58,7.6,0.6,0.65063,0.7878,2944.43
2022H1,line_of_credit,37681.2,7915.99,0.2101,12,0.3912,0.2569,41,7.4,2.4,0.75702,0.8081,30448.92
2021H1,overdraft,1350.56,364.0,0.2695,3,0.3126,0.1307,26,8.7,3.8,0.70407,0.7838,1058.6
2022H1,credit_card,16186.63,7064.37,0.4364,11,0.9141,0.6124,64,7.4,2.4,0.85941,0.9208,14904.09
2023H1,overdraft,3657.59,651.83,0.1782,8,0.5946,0.1002,41,7.6,0.6,0.85433,0.8803,3219.74
2023H1,overdraft,3612.03,2371.74,0.6566,5,0.5575,0.5826,23,7.6,0.6,0.73517,0.9091,3283.57
2023H1,overdraft,2219.79,254.2,0.1145,4,0.3878,0.3422,49,7.6,0.6,0.67845,0.7153,1587.76
2022H1,credit_card,2926.58,1609.0,0.5498,11,0.6982,0.3499,36,7.4,2.4,0.86522,0.9393,2749.0
2019H2,overdraft,2976.33,1130.45,0.3798,11,0.6448,0.5606,39,6.9,1.9,0.61022,0.7583,2256.85
2020H2,line_of_credit,55037.49,24702.4,0.4488,8,0.2622,0.3807,57,9.6,-2.1,0.36663,0.6509,35824.11
2021H2,overdraft,2435.58,553.2,0.2271,11,0.2369,0.2535,23,7.9,4.5,0.89052,0.9154,2229.49
2019H2,credit_card,3675.98,212.05,0.0577,5,0.1733,0.1551,59,6.9,1.9,0.44893,0.4807,1767.11
2023H2,overdraft,3771.87,2205.31,0.5847,4,0.671,0.3969,51,7.2,1.4,0.67669,0.8657,3265.39
2020H2,credit_card,7539.17,4195.45,0.5565,3,0.6558,0.313,35,9.6,-2.1,0.66001,0.8492,6402.35
2019H1,overdraft,2961.57,1238.14,0.4181,9,0.6183,0.42,52,6.8,2.1,0.74927,0.8541,2529.45
2021H1,credit_card,2881.33,1241.49,0.4309,3,0.5452,0.7989,58,8.7,3.8,0.24909,0.5726,1649.95
2022H2,credit_card,2997.37,1077.99,0.3596,6,0.5389,0.4673,39,8.1,-0.8,0.63092,0.7637,2288.96
2021H2,overdraft,2975.04,238.61,0.0802,5,0.4191,0.4417,58,7.9,4.5,0.39938,0.4476,1331.49
2020H2,overdraft,1271.85,457.49,0.3597,8,0.4799,0.514,61,9.6,-2.1,0.83171,0.8922,1134.8
2019H2,overdraft,13663.16,6150.61,0.4502,12,0.4092,0.746,32,6.9,1.9,0.74988,0.8625,11784.11
2021H2,credit_card,3024.13,1001.25,0.3311,8,0.3699,0.3338,31,7.9,4.5,0.5305,0.6859,2074.38
2021H2,overdraft,1687.07,1052.57,0.6239,8,0.3763,0.6268,45,7.9,4.5,0.63264,0.8618,1453.98
2023H1,credit_card,5648.59,3039.44,0.5381,3,0.5416,0.4458,39,7.6,0.6,0.39769,0.7218,4077.07
2023H1,credit_card,7026.55,1155.89,0.1645,9,0.3672,0.1007,50,7.6,0.6,0.87612,0.8965,6299.31
2022H2,line_of_credit,26294.23,6926.34,0.2634,7,0.265,0.4632,45,8.1,-0.8,0.55955,0.6756,17763.59
2019H1,overdraft,2699.05,121.96,0.0452,8,0.3409,0.6142,26,6.8,2.1,0.66665,0.6817,1839.97
2021H1,line_of_credit,43869.2,21109.02,0.4812,9,0.4827,0.7086,32,8.7,3.8,0.48389,0.7322,32122.51
2022H2,credit_card,5872.39,3653.99,0.6222,9,0.793,0.5828,20,8.1,-0.8,0.78236,0.9178,5389.58
2022H1,line_of_credit,20245.04,10670.96,0.5271,8,0.3437,0.6583,41,7.4,2.4,0.63875,0.8292,16786.4
2021H2,overdraft,4674.88,2724.01,0.5827,7,0.4633,0.3315,70,7.9,4.5,0.78345,0.9096,4252.42
2023H1,credit_card,6475.8,3712.17,0.5732,8,0.4575,0.3186,63,7.6,0.6,0.88235,0.9498,6150.66
2020H2,credit_card,8759.37,2158.87,0.2465,4,0.3985,0.5952,58,9.6,-2.1,0.62561,0.7179,6288.22
2020H2,line_of_credit,13949.37,2621.76,0.1879,4,0.2736,0.1503,44,9.6,-2.1,0.87724,0.9003,12558.81
2021H2,overdraft,1312.95,181.17,0.138,9,0.6555,0.6118,61,7.9,4.5,0.89571,0.9101,1194.91
2019H2,credit_card,5992.2,1937.08,0.3233,7,0.4427,0.5979,26,6.9,1.9,0.57931,0.7153,4286.24
2022H2,line_of_credit,19941.42,11509.86,0.5772,9,0.7666,0.4752,20,8.1,-0.8,0.79939,0.9152,18249.96
2023H1,credit_card,4528.88,1020.38,0.2253,9,0.3259,0.5329,32,7.6,0.6,0.63712,0.7189,3255.7
2020H2,credit_card,3945.62,1801.98,0.4567,10,0.6901,0.2653,61,9.6,-2.1,0.79207,0.887,3499.9
2019H1,credit_card,3118.24,518.83,0.1664,5,0.742,0.8016,48,6.8,2.1,0.49762,0.5812,1812.36
2020H2,credit_card,6048.29,2565.45,0.4242,6,0.2935,0.6738,23,9.6,-2.1,0.58129,0.7589,4590.0
2023H2,overdraft,1112.5,370.47,0.333,3,0.3245,0.2555,43,7.2,1.4,0.64643,0.7642,850.14
2020H2,credit_card,3162.36,1295.55,0.4097,5,0.5562,0.5306,57,9.6,-2.1,0.67681,0.8092,2559.02
2023H1,credit_card,2158.83,826.68,0.3829,8,0.6792,0.4695,41,7.6,0.6,0.58923,0.7465,1611.62
2021H2,line_of_credit,6169.94,2693.18,0.4365,11,0.1959,0.3384,20,7.9,4.5,0.58286,0.7649,4719.64
2022H2,credit_card,5047.89,1673.61,0.3315,7,0.6422,0.4461,38,8.1,-0.8,0.71662,0.8106,4091.69
2021H1,line_of_credit,32741.22,12301.72,0.3757,8,0.3151,0.4448,40,8.7,3.8,0.63607,0.7728,25302.62
2020H1,credit_card,13658.78,2590.94,0.1897,9,0.8304,0.362,45,9.2,-3.4,0.86659,0.8919,12182.17
2019H2,overdraft,7410.98,316.14,0.0427,10,0.731,0.2719,55,6.9,1.9,0.44967,0.4731,3506.51
2023H1,credit_card,1892.12,1149.2,0.6074,4,0.6117,0.403,45,7.6,0.6,0.90569,0.963,1822.05
2021H1,credit_card,13710.15,7176.45,0.5234,4,0.2543,0.1801,46,8.7,3.8,0.51821,0.7704,10562.29
2019H2,credit_card,5328.75,3115.34,0.5846,9,0.6556,0.1457,41,6.9,1.9,0.82568,0.9276,4942.91
2020H2,overdraft,2707.36,1065.61,0.3936,6,0.2205,0.4696,28,9.6,-2.1,0.64991,0.7877,2132.61
2019H1,overdraft,4786.53,2494.34,0.5211,11,0.2254,0.1731,33,6.8,2.1,0.86046,0.9332,4466.69
2022H1,credit_card,7287.22,3680.31,0.505,5,0.7917,0.2491,63,7.4,2.4,0.48494,0.7451,5429.46
2019H2,overdraft,3604.69,2448.48,0.6792,9,0.4091,0.3598,36,6.9,1.9,0.87514,0.9599,3460.32
2022H1,line_of_credit,34550.31,5584.89,0.1616,11,0.4266,0.5487,36,7.4,2.4,0.789,0.8231,28438.74
2019H1,credit_card,9383.6,3585.38,0.3821,9,0.2968,0.487,67,6.8,2.1,0.42738,0.6462,6063.44
2019H2,line_of_credit,59458.76,12204.72,0.2053,7,0.5723,0.3647,38,6.9,1.9,0.93419,0.9477,56348.91
2022H2,overdraft,3650.92,1255.44,0.3439,11,0.5039,0.1431,36,8.1,-0.8,0.65673,0.7748,2828.63
2021H2,line_of_credit,16017.17,6843.24,0.4272,5,0.02,0.2815,40,7.9,4.5,0.71443,0.8364,13397.36
2022H2,line_of_credit,89355.25,66617.01,0.7455,5,0.3092,0.3941,25,8.1,-0.8,0.4849,0.8689,77642.84
2023H1,credit_card,5254.76,910.21,0.1732,8,0.378,0.2543,56,7.6,0.6,0.62643,0.6911,3631.75
2022H1,credit_card,7855.42,1117.11,0.1422,10,0.4335,0.5944,36,7.4,2.4,0.44042,0.52,4084.8
2020H2,overdraft,2409.5,761.49,0.316,11,0.8565,0.4135,57,9.6,-2.1,0.60788,0.7318,1763.29
2023H2,credit_card,5761.87,4856.65,0.8429,3,0.5827,0.3645,44,7.2,1.4,0.69676,0.9524,5487.37
2021H1,credit_card,3329.63,1412.06,0.4241,7,0.6396,0.1477,44,8.7,3.8,0.90128,0.9431,3140.33
2022H2,overdraft,3443.89,1049.66,0.3048,12,0.3628,0.5756,56,8.1,-0.8,0.56286,0.6961,2397.29
2020H2,credit_card,2412.39,712.33,0.2953,10,0.3745,0.4709,33,9.6,-2.1,0.29033,0.4999,1205.91
2021H1,line_of_credit,72231.6,33729.84,0.467,5,0.626,0.8062,58,8.7,3.8,0.6895,0.8345,60276.74
2022H2,credit_card,5714.87,881.66,0.1543,5,0.6905,0.3368,49,8.1,-0.8,0.84275,0.867,4954.85
2021H1,line_of_credit,37096.38,15862.35,0.4276,12,0.3634,0.4172,20,8.7,3.8,0.9444,0.9682,35915.74
2023H2,overdraft,1126.79,632.0,0.5609,6,0.348,0.3978,51,7.2,1.4,0.34882,0.7141,804.59
2020H2,credit_card,7346.71,4466.44,0.608,8,0.1414,0.4474,53,9.6,-2.1,0.53249,0.8167,6000.16
2023H2,line_of_credit,26194.44,15481.44,0.591,11,0.6608,0.3188,43,7.2,1.4,0.88238,0.9519,24934.34
2022H2,credit_card,7138.48,538.21,0.0754,6,0.5334,0.1526,50,8.1,-0.8,0.47296,0.5127,3659.88
2022H2,overdraft,1689.09,421.02,0.2493,7,0.6476,0.3109,70,8.1,-0.8,0.82562,0.8691,1467.95
2019H1,credit_card,12853.73,4307.37,0.3351,8,0.4662,0.5911,51,6.8,2.1,0.17607,0.4522,5812.12
2023H2,credit_card,6564.24,2142.47,0.3264,10,0.1959,0.6003,55,7.2,1.4,0.46017,0.6364,4177.25
2022H1,credit_card,5408.99,1968.41,0.3639,9,0.6482,0.4385,44,7.4,2.4,0.93529,0.9588,5186.35
2023H2,credit_card,8940.82,4796.49,0.5365,9,0.3388,0.2627,63,7.2,1.4,0.51828,0.7767,6944.43
2023H1,credit_card,4814.07,2878.45,0.5979,3,0.1521,0.2908,20,7.6,0.6,0.58742,0.8341,4015.47
2021H1,overdraft,3629.75,1018.65,0.2806,11,0.1801,0.2719,53,8.7,3.8,0.90996,0.9352,3394.65
2020H2,credit_card,7481.81,4275.83,0.5715,4,0.1128,0.2924,48,9.6,-2.1,0.59469,0.8263,6182.38
2020H2,line_of_credit,150752.43,47449.99,0.3148,11,0.5027,0.4272,50,9.6,-2.1,0.90606,0.9356,141048.16
2020H1,credit_card,8844.63,3376.42,0.3817,8,0.6104,0.2314,43,9.2,-3.4,0.52058,0.7036,6223.04
2020H2,credit_card,4647.1,2823.07,0.6075,12,0.7877,0.4949,25,9.6,-2.1,0.72763,0.8931,4150.28
2021H2,overdraft,1616.35,267.03,0.1652,5,0.3168,0.3824,41,7.9,4.5,0.56242,0.6347,1025.91
2023H2,credit_card,5361.76,4846.37,0.9039,7,0.4246,0.3317,23,7.2,1.4,0.40183,0.9425,5053.47
2021H1,line_of_credit,29975.12,16461.04,0.5492,12,0.2916,0.5078,57,8.7,3.8,0.74207,0.8837,26489.48
2019H2,line_of_credit,25007.38,14548.72,0.5818,12,0.4903,0.6663,33,6.9,1.9,0.54036,0.8078,20200.13
2023H2,credit_card,5735.49,1505.29,0.2625,11,0.3627,0.5945,37,7.2,1.4,0.41327,0.5673,3253.49
2021H2,line_of_credit,36250.92,12964.37,0.3576,12,0.6691,0.4934,52,7.9,4.5,0.59108,0.7373,26728.48
2019H1,credit_card,2504.39,2072.85,0.8277,4,0.5153,0.8393,47,6.8,2.1,0.50894,0.9154,2292.48
2020H2,overdraft,2241.67,1168.19,0.5211,5,0.4979,0.6722,35,9.6,-2.1,0.49247,0.757,1696.84
2020H1,credit_card,8280.21,5836.72,0.7049,3,0.6592,0.4856,26,9.2,-3.4,0.44314,0.8357,6919.52
2022H2,line_of_credit,35366.36,24871.81,0.7033,7,0.6767,0.5289,26,8.1,-0.8,0.8302,0.9496,33584.39
2020H2,credit_card,7459.44,3615.86,0.4847,5,0.509,0.3274,44,9.6,-2.1,0.81896,0.9067,6763.6
2023H1,credit_card,3895.3,2432.05,0.6244,3,0.6291,0.5272,57,7.6,0.6,0.55152,0.8315,3239.06
2021H2,line_of_credit,6312.56,120.64,0.0191,10,0.3121,0.4424,36,7.9,4.5,0.51453,0.5238,3306.58
2019H2,credit_card,6412.51,1324.45,0.2065,6,0.02,0.5193,47,6.9,1.9,0.17596,0.3462,2219.73
2022H2,overdraft,3284.19,998.39,0.304,10,0.4571,0.2758,49,8.1,-0.8,0.76564,0.8369,2748.48
2022H2,credit_card,1728.58,1403.41,0.8119,7,0.562,0.2756,70,8.1,-0.8,0.82373,0.9668,1671.26
2021H1,line_of_credit,90868.2,31884.26,0.3509,9,0.6859,0.3099,56,8.7,3.8,0.87967,0.9219,83770.7
2023H2,credit_card,4727.18,2095.7,0.4433,3,0.4834,0.688,41,7.2,1.4,0.40924,0.6711,3172.61
2021H1,overdraft,3259.05,1063.11,0.3262,8,0.3453,0.582,20,8.7,3.8,0.6893,0.7907,2576.78
2019H2,credit_card,2982.05,1804.75,0.6052,9,0.4773,0.5999,38,6.9,1.9,0.71156,0.8861,2642.47
2021H1,line_of_credit,16098.48,5747.54,0.357,4,0.8176,0.2622,44,8.7,3.8,0.51727,0.6896,11101.76
2022H1,overdraft,6829.17,1764.81,0.2584,4,0.1146,0.7959,29,7.4,2.4,0.72448,0.7957,5433.83
2023H1,credit_card,4105.93,2054.19,0.5003,5,0.693,0.6005,32,7.6,0.6,0.46276,0.7315,3003.64
2023H2,overdraft,2886.33,1172.87,0.4064,11,0.6255,0.1184,73,7.2,1.4,0.78982,0.8752,2526.2
2021H1,credit_card,7551.82,3107.71,0.4115,10,0.7983,0.1489,56,8.7,3.8,0.89604,0.9388,7089.82
2022H1,credit_card,3434.33,1306.76,0.3805,10,0.3075,0.5536,29,7.4,2.4,0.62832,0.7697,2643.55
2021H2,credit_card,3715.49,525.76,0.1415,5,0.6607,0.4247,51,7.9,4.5,0.41593,0.4986,1852.46
2022H2,credit_card,3062.13,1770.79,0.5783,7,0.3227,0.5228,36,8.1,-0.8,0.24626,0.6821,2088.79
2022H1,credit_card,1016.32,569.31,0.5602,11,0.4648,0.4401,27,7.4,2.4,0.59514,0.8219,835.35
2021H1,credit_card,4470.1,317.96,0.0711,6,0.0219,0.6282,50,8.7,3.8,0.42342,0.4644,2076.04
2021H1,credit_card,4402.1,1432.1,0.3253,4,0.41,0.3578,42,8.7,3.8,0.62352,0.746,3283.95
2022H1,overdraft,1866.22,48.81,0.0262,10,0.161,0.288,28,7.4,2.4,0.4547,0.469,875.18
2021H1,credit_card,8373.24,2052.84,0.2452,10,0.3643,0.2715,66,8.7,3.8,0.60167,0.6993,5855.66
2021H2,overdraft,3063.07,1309.7,0.4276,10,0.7831,0.4077,27,7.9,4.5,0.74812,0.8558,2621.44
2021H2,credit_card,8359.31,5403.84,0.6464,12,0.2594,0.2317,37,7.9,4.5,0.37907,0.7805,6524.16
2023H1,overdraft,3494.3,377.02,0.1079,8,0.3674,0.6679,41,7.6,0.6,0.77897,0.8028,2805.28
2020H2,credit_card,4331.34,2309.31,0.5332,4,0.6414,0.3006,43,9.6,-2.1,0.61337,0.8195,3549.57
2023H1,credit_card,2677.71,934.38,0.3489,3,0.1325,0.394,25,7.6,0.6,0.36826,0.5887,1576.38
2021H2,overdraft,1807.78,1391.02,0.7695,7,0.6544,0.4559,48,7.9,4.5,0.88866,0.9743,1761.38
2021H2,credit_card,2779.69,1108.76,0.3989,12,0.2655,0.4861,44,7.9,4.5,0.4314,0.6582,1829.6
2019H2,overdraft,3465.6,648.58,0.1871,12,0.4411,0.4705,54,6.9,1.9,0.69046,0.7484,2593.63
2023H1,overdraft,1688.75,39.66,0.0235,3,0.3749,0.6809,27,7.6,0.6,0.84684,0.8504,1436.18
2019H2,line_of_credit,11997.32,6310.79,0.526,12,0.6613,0.2871,37,6.9,1.9,0.96112,0.9816,11776.23
2019H1,line_of_credit,70383.53,12115.92,0.1721,7,0.4534,0.3593,25,6.8,2.1,0.84173,0.869,61161.24
2020H1,line_of_credit,37685.72,15132.74,0.4016,10,0.3485,0.2248,49,9.2,-3.4,0.8833,0.9302,35053.87
2023H1,credit_card,3161.15,2736.39,0.8656,11,0.0983,0.3711,49,7.6,0.6,0.76237,0.9681,3060.21
2020H1,credit_card,4683.17,1002.47,0.2141,3,0.5012,0.3042,43,9.2,-3.4,0.82973,0.8662,4056.45
2023H1,overdraft,4326.59,2044.49,0.4725,12,0.7608,0.2075,62,7.6,0.6,0.985,0.9921,4292.37
2022H1,credit_card,12639.73,2220.78,0.1757,4,0.6866,0.6931,46,7.4,2.4,0.34568,0.4606,5822.4
2021H1,overdraft,8876.99,3289.83,0.3706,4,0.4269,0.5584,53,8.7,3.8,0.81656,0.8845,7852.09
2021H1,credit_card,10820.7,1735.33,0.1604,11,0.609,0.6718,38,8.7,3.8,0.60707,0.6701,7250.82
2023H1,line_of_credit,5055.58,1307.01,0.2585,5,0.5152,0.4781,49,7.6,0.6,0.65166,0.7417,3749.81
2023H1,overdraft,3109.7,201.26,0.0647,12,0.6902,0.5824,64,7.6,0.6,0.93281,0.9372,2914.28
2023H2,credit_card,6124.15,2907.93,0.4748,12,0.3055,0.5673,32,7.2,1.4,0.32508,0.6456,3953.47
2019H1,credit_card,4546.39,1041.51,0.2291,4,0.4412,0.4683,47,6.8,2.1,0.37897,0.5212,2369.74
2021H2,credit_card,7678.75,2901.92,0.3779,8,0.4397,0.3704,50,7.9,4.5,0.65366,0.7845,6024.34
2021H2,credit_card,7395.56,1854.18,0.2507,3,0.5694,0.0878,61,7.9,4.5,0.36861,0.5269,3896.81
2021H2,credit_card,5002.85,1307.44,0.2613,11,0.6936,0.6688,57,7.9,4.5,0.68706,0.7688,3846.39
2023H2,credit_card,2924.99,1047.36,0.3581,10,0.6389,0.4465,54,7.2,1.4,0.68708,0.7991,2337.45
2022H1,credit_card,6947.64,5286.09,0.7608,6,0.6187,0.4513,61,7.4,2.4,0.44542,0.8674,6026.18
2022H1,credit_card,6972.45,4202.33,0.6027,5,0.466,0.2917,41,7.4,2.4,0.56266,0.8262,5760.96
2020H1,credit_card,3899.39,1088.79,0.2792,6,0.7068,0.5585,66,9.2,-3.4,0.69818,0.7825,3051.09
2021H2,credit_card,5151.77,2279.57,0.4425,7,0.8298,0.47,44,7.9,4.5,0.4077,0.6698,3450.57
2020H2,credit_card,4180.09,1215.57,0.2908,4,0.5843,0.2237,35,9.6,-2.1,0.50706,0.6504,2718.77
2023H2,credit_card,4907.38,2428.86,0.4949,10,0.5195,0.2447,22,7.2,1.4,0.67862,0.8377,4110.84
2020H2,line_of_credit,54946.2,12008.29,0.2185,5,0.0335,0.1918,30,9.6,-2.1,0.67941,0.7495,41180.76
2019H1,credit_card,8331.6,3415.95,0.41,3,0.76,0.3167,44,6.8,2.1,0.61553,0.7732,6441.69
